"","gvkey","sic2","category"
"9240",24427,67,"Finance, Insurance, Real Estate"
"9241",24428,73,"Services"
"9242",24429,35,"Manufacturing"
"9243",24430,59,"Retail Trade"
"9244",24432,51,"Wholesale Trade"
"9245",24436,73,"Services"
"9246",24437,NA,NA
"9247",24438,30,"Manufacturing"
"9248",24439,NA,NA
"9249",24440,63,"Finance, Insurance, Real Estate"
"9250",24441,20,"Manufacturing"
"9251",24443,67,"Finance, Insurance, Real Estate"
"9252",24447,NA,NA
"9253",24449,38,"Manufacturing"
"9254",24451,87,"Services"
"9255",24454,28,"Manufacturing"
"9256",24458,NA,NA
"9257",24463,20,"Manufacturing"
"9258",24464,75,"Services"
"9259",24466,NA,NA
"9260",24467,79,"Services"
"9261",24468,28,"Manufacturing"
"9262",24469,61,"Finance, Insurance, Real Estate"
"9263",24471,67,"Finance, Insurance, Real Estate"
"9264",24472,67,"Finance, Insurance, Real Estate"
"9265",24473,38,"Manufacturing"
"9266",24474,73,"Services"
"9267",24475,35,"Manufacturing"
"9268",24476,NA,NA
"9269",24478,73,"Services"
"9270",24481,NA,NA
"9271",24482,99,"Public Administration"
"9272",24483,53,"Retail Trade"
"9273",24484,38,"Manufacturing"
"9274",24485,50,"Wholesale Trade"
"9275",24486,73,"Services"
"9276",24487,NA,NA
"9277",24488,NA,NA
"9278",24489,73,"Services"
"9279",24490,NA,NA
"9280",24491,50,"Wholesale Trade"
"9281",24492,23,"Manufacturing"
"9282",24493,26,"Manufacturing"
"9283",24494,NA,NA
"9284",24495,80,"Services"
"9285",24496,NA,NA
"9286",24497,50,"Wholesale Trade"
"9287",24499,49,"Transportation & Public Utilities"
"9288",24500,NA,NA
"9289",24501,73,"Services"
"9290",24502,NA,NA
"9291",24503,63,"Finance, Insurance, Real Estate"
"9292",24505,38,"Manufacturing"
"9293",24506,NA,NA
"9294",24508,48,"Transportation & Public Utilities"
"9295",24509,73,"Services"
"9296",24510,48,"Transportation & Public Utilities"
"9297",24511,73,"Services"
"9298",24513,67,"Finance, Insurance, Real Estate"
"9299",24514,67,"Finance, Insurance, Real Estate"
"9300",24515,28,"Manufacturing"
"9301",24517,35,"Manufacturing"
"9302",24522,53,"Retail Trade"
"9303",24523,28,"Manufacturing"
"9304",24524,NA,NA
"9305",24525,62,"Finance, Insurance, Real Estate"
"9306",24529,NA,NA
"9307",24530,79,"Services"
"9308",24531,87,"Services"
"9309",24533,67,"Finance, Insurance, Real Estate"
"9310",24535,28,"Manufacturing"
"9311",24536,32,"Manufacturing"
"9312",24537,36,"Manufacturing"
"9313",24538,72,"Services"
"9314",24539,70,"Services"
"9315",24540,NA,NA
"9316",24543,36,"Manufacturing"
"9317",24544,15,"Construction"
"9318",24545,59,"Retail Trade"
"9319",24546,NA,NA
"9320",24547,62,"Finance, Insurance, Real Estate"
"9321",24548,36,"Manufacturing"
"9322",24551,39,"Manufacturing"
"9323",24552,NA,NA
"9324",24553,NA,NA
"9325",24554,NA,NA
"9326",24555,NA,NA
"9327",24556,NA,NA
"9328",24557,NA,NA
"9329",24558,16,"Construction"
"9330",24559,NA,NA
"9331",24561,58,"Retail Trade"
"9332",24578,60,"Finance, Insurance, Real Estate"
"9333",24589,NA,NA
"9334",24597,49,"Transportation & Public Utilities"
"9335",24598,28,"Manufacturing"
"9336",24599,28,"Manufacturing"
"9337",24600,99,"Public Administration"
"9338",24601,28,"Manufacturing"
"9339",24607,80,"Services"
"9340",24608,36,"Manufacturing"
"9341",24609,NA,NA
"9342",24610,38,"Manufacturing"
"9343",24611,35,"Manufacturing"
"9344",24612,38,"Manufacturing"
"9345",24613,NA,NA
"9346",24614,70,"Services"
"9347",24615,NA,NA
"9348",24616,73,"Services"
"9349",24617,42,"Transportation & Public Utilities"
"9350",24618,63,"Finance, Insurance, Real Estate"
"9351",24619,NA,NA
"9352",24620,48,"Transportation & Public Utilities"
"9353",24621,56,"Retail Trade"
"9354",24622,73,"Services"
"9355",24624,NA,NA
"9356",24625,29,"Manufacturing"
"9357",24627,62,"Finance, Insurance, Real Estate"
"9358",24629,59,"Retail Trade"
"9359",24630,73,"Services"
"9360",24635,28,"Manufacturing"
"9361",24636,37,"Manufacturing"
"9362",24637,72,"Services"
"9363",24638,NA,NA
"9364",24639,50,"Wholesale Trade"
"9365",24640,48,"Transportation & Public Utilities"
"9366",24643,72,"Services"
"9367",24645,80,"Services"
"9368",24646,62,"Finance, Insurance, Real Estate"
"9369",24648,28,"Manufacturing"
"9370",24649,NA,NA
"9371",24651,38,"Manufacturing"
"9372",24652,67,"Finance, Insurance, Real Estate"
"9373",24655,50,"Wholesale Trade"
"9374",24658,48,"Transportation & Public Utilities"
"9375",24660,50,"Wholesale Trade"
"9376",24661,28,"Manufacturing"
"9377",24662,38,"Manufacturing"
"9378",24664,48,"Transportation & Public Utilities"
"9379",24665,99,"Public Administration"
"9380",24667,28,"Manufacturing"
"9381",24668,80,"Services"
"9382",24669,80,"Services"
"9383",24670,73,"Services"
"9384",24671,58,"Retail Trade"
"9385",24672,55,"Retail Trade"
"9386",24674,NA,NA
"9387",24675,58,"Retail Trade"
"9388",24676,67,"Finance, Insurance, Real Estate"
"9389",24677,67,"Finance, Insurance, Real Estate"
"9390",24678,63,"Finance, Insurance, Real Estate"
"9391",24680,73,"Services"
"9392",24681,NA,NA
"9393",24682,NA,NA
"9394",24683,NA,NA
"9395",24685,78,"Services"
"9396",24686,38,"Manufacturing"
"9397",24687,NA,NA
"9398",24689,28,"Manufacturing"
"9399",24690,49,"Transportation & Public Utilities"
"9400",24691,80,"Services"
"9401",24692,80,"Services"
"9402",24695,39,"Manufacturing"
"9403",24697,67,"Finance, Insurance, Real Estate"
"9404",24699,28,"Manufacturing"
"9405",24701,32,"Manufacturing"
"9406",24704,50,"Wholesale Trade"
"9407",24705,NA,NA
"9408",24707,83,"Services"
"9409",24708,48,"Transportation & Public Utilities"
"9410",24710,28,"Manufacturing"
"9411",24711,63,"Finance, Insurance, Real Estate"
"9412",24712,38,"Manufacturing"
"9413",24715,38,"Manufacturing"
"9414",24716,62,"Finance, Insurance, Real Estate"
"9415",24717,36,"Manufacturing"
"9416",24718,NA,NA
"9417",24719,NA,NA
"9418",24720,37,"Manufacturing"
"9419",24721,73,"Services"
"9420",24723,73,"Services"
"9421",24724,NA,NA
"9422",24725,61,"Finance, Insurance, Real Estate"
"9423",24726,28,"Manufacturing"
"9424",24727,48,"Transportation & Public Utilities"
"9425",24728,28,"Manufacturing"
"9426",24729,NA,NA
"9427",24730,50,"Wholesale Trade"
"9428",24731,67,"Finance, Insurance, Real Estate"
"9429",24732,NA,NA
"9430",24733,73,"Services"
"9431",24737,NA,NA
"9432",24738,NA,NA
"9433",24739,NA,NA
"9434",24740,NA,NA
"9435",24741,50,"Wholesale Trade"
"9436",24742,NA,NA
"9437",24743,39,"Manufacturing"
"9438",24745,NA,NA
"9439",24746,61,"Finance, Insurance, Real Estate"
"9440",24747,48,"Transportation & Public Utilities"
"9441",24749,35,"Manufacturing"
"9442",24750,27,"Manufacturing"
"9443",24751,27,"Manufacturing"
"9444",24752,80,"Services"
"9445",24753,67,"Finance, Insurance, Real Estate"
"9446",24754,31,"Manufacturing"
"9447",24755,20,"Manufacturing"
"9448",24756,NA,NA
"9449",24757,48,"Transportation & Public Utilities"
"9450",24758,64,"Finance, Insurance, Real Estate"
"9451",24759,51,"Wholesale Trade"
"9452",24763,NA,NA
"9453",24764,78,"Services"
"9454",24765,NA,NA
"9455",24766,28,"Manufacturing"
"9456",24767,35,"Manufacturing"
"9457",24768,87,"Services"
"9458",24771,28,"Manufacturing"
"9459",24772,NA,NA
"9460",24773,28,"Manufacturing"
"9461",24775,NA,NA
"9462",24776,59,"Retail Trade"
"9463",24779,57,"Retail Trade"
"9464",24780,NA,NA
"9465",24781,28,"Manufacturing"
"9466",24782,28,"Manufacturing"
"9467",24783,87,"Services"
"9468",24784,NA,NA
"9469",24787,32,"Manufacturing"
"9470",24788,NA,NA
"9471",24790,48,"Transportation & Public Utilities"
"9472",24791,35,"Manufacturing"
"9473",24792,72,"Services"
"9474",24793,73,"Services"
"9475",24794,28,"Manufacturing"
"9476",24795,87,"Services"
"9477",24797,73,"Services"
"9478",24800,36,"Manufacturing"
"9479",24801,NA,NA
"9480",24803,36,"Manufacturing"
"9481",24805,NA,NA
"9482",24806,NA,NA
"9483",24808,87,"Services"
"9484",24809,34,"Manufacturing"
"9485",24810,46,"Transportation & Public Utilities"
"9486",24812,NA,NA
"9487",24813,73,"Services"
"9488",24814,13,"Mining"
"9489",24815,28,"Manufacturing"
"9490",24816,NA,NA
"9491",24818,NA,NA
"9492",24819,NA,NA
"9493",24822,NA,NA
"9494",24824,NA,NA
"9495",24825,67,"Finance, Insurance, Real Estate"
"9496",24827,63,"Finance, Insurance, Real Estate"
"9497",24828,NA,NA
"9498",24830,35,"Manufacturing"
"9499",24832,38,"Manufacturing"
"9500",24834,NA,NA
"9501",24835,NA,NA
"9502",24837,38,"Manufacturing"
"9503",24839,80,"Services"
"9504",24840,48,"Transportation & Public Utilities"
"9505",24841,50,"Wholesale Trade"
"9506",24842,38,"Manufacturing"
"9507",24843,28,"Manufacturing"
"9508",24844,48,"Transportation & Public Utilities"
"9509",24845,38,"Manufacturing"
"9510",24846,35,"Manufacturing"
"9511",24847,NA,NA
"9512",24848,NA,NA
"9513",24849,15,"Construction"
"9514",24850,28,"Manufacturing"
"9515",24851,53,"Retail Trade"
"9516",24852,87,"Services"
"9517",24853,38,"Manufacturing"
"9518",24854,28,"Manufacturing"
"9519",24855,99,"Public Administration"
"9520",24856,28,"Manufacturing"
"9521",24857,42,"Transportation & Public Utilities"
"9522",24858,80,"Services"
"9523",24859,38,"Manufacturing"
"9524",24860,36,"Manufacturing"
"9525",24861,79,"Services"
"9526",24862,NA,NA
"9527",24864,NA,NA
"9528",24865,73,"Services"
"9529",24866,NA,NA
"9530",24867,38,"Manufacturing"
"9531",24868,NA,NA
"9532",24869,NA,NA
"9533",24870,48,"Transportation & Public Utilities"
"9534",24872,23,"Manufacturing"
"9535",24873,73,"Services"
"9536",24877,28,"Manufacturing"
"9537",24878,28,"Manufacturing"
"9538",24879,13,"Mining"
"9539",24880,48,"Transportation & Public Utilities"
"9540",24881,28,"Manufacturing"
"9541",24883,63,"Finance, Insurance, Real Estate"
"9542",24884,22,"Manufacturing"
"9543",24885,61,"Finance, Insurance, Real Estate"
"9544",24886,67,"Finance, Insurance, Real Estate"
"9545",24887,28,"Manufacturing"
"9546",24888,38,"Manufacturing"
"9547",24889,NA,NA
"9548",24890,38,"Manufacturing"
"9549",24891,51,"Wholesale Trade"
"9550",24893,54,"Retail Trade"
"9551",24894,28,"Manufacturing"
"9552",24896,NA,NA
"9553",24897,NA,NA
"9554",24898,28,"Manufacturing"
"9555",24900,28,"Manufacturing"
"9556",24901,61,"Finance, Insurance, Real Estate"
"9557",24903,20,"Manufacturing"
"9558",24905,49,"Transportation & Public Utilities"
"9559",24907,38,"Manufacturing"
"9560",24908,28,"Manufacturing"
"9561",24909,73,"Services"
"9562",24910,63,"Finance, Insurance, Real Estate"
"9563",24911,37,"Manufacturing"
"9564",24912,36,"Manufacturing"
"9565",24913,NA,NA
"9566",24914,28,"Manufacturing"
"9567",24917,NA,NA
"9568",24919,54,"Retail Trade"
"9569",24920,63,"Finance, Insurance, Real Estate"
"9570",24921,NA,NA
"9571",24922,73,"Services"
"9572",24923,80,"Services"
"9573",24925,34,"Manufacturing"
"9574",24926,42,"Transportation & Public Utilities"
"9575",24927,80,"Services"
"9576",24929,35,"Manufacturing"
"9577",24930,NA,NA
"9578",24931,80,"Services"
"9579",24932,NA,NA
"9580",24934,73,"Services"
"9581",24935,28,"Manufacturing"
"9582",24937,NA,NA
"9583",24938,NA,NA
"9584",24939,NA,NA
"9585",24942,NA,NA
"9586",24943,26,"Manufacturing"
"9587",24944,NA,NA
"9588",24945,58,"Retail Trade"
"9589",24948,80,"Services"
"9590",24949,NA,NA
"9591",24950,NA,NA
"9592",24952,NA,NA
"9593",24953,36,"Manufacturing"
"9594",24954,70,"Services"
"9595",24955,NA,NA
"9596",24956,NA,NA
"9597",24957,NA,NA
"9598",24958,75,"Services"
"9599",24959,NA,NA
"9600",24962,NA,NA
"9601",24963,38,"Manufacturing"
"9602",24964,NA,NA
"9603",24965,28,"Manufacturing"
"9604",24966,35,"Manufacturing"
"9605",24967,61,"Finance, Insurance, Real Estate"
"9606",24968,NA,NA
"9607",24969,36,"Manufacturing"
"9608",24970,NA,NA
"9609",24971,38,"Manufacturing"
"9610",24972,NA,NA
"9611",24973,NA,NA
"9612",24974,73,"Services"
"9613",24975,73,"Services"
"9614",24976,NA,NA
"9615",24978,39,"Manufacturing"
"9616",24979,48,"Transportation & Public Utilities"
"9617",24980,67,"Finance, Insurance, Real Estate"
"9618",24981,NA,NA
"9619",24982,87,"Services"
"9620",24984,NA,NA
"9621",24988,38,"Manufacturing"
"9622",24990,NA,NA
"9623",24991,20,"Manufacturing"
"9624",24992,80,"Services"
"9625",24993,NA,NA
"9626",24996,28,"Manufacturing"
"9627",24997,87,"Services"
"9628",24998,NA,NA
"9629",24999,26,"Manufacturing"
"9630",25000,28,"Manufacturing"
"9631",25002,62,"Finance, Insurance, Real Estate"
"9632",25003,28,"Manufacturing"
"9633",25004,38,"Manufacturing"
"9634",25005,28,"Manufacturing"
"9635",25007,NA,NA
"9636",25010,NA,NA
"9637",25013,38,"Manufacturing"
"9638",25014,NA,NA
"9639",25015,36,"Manufacturing"
"9640",25016,59,"Retail Trade"
"9641",25017,27,"Manufacturing"
"9642",25020,56,"Retail Trade"
"9643",25021,73,"Services"
"9644",25024,NA,NA
"9645",25025,58,"Retail Trade"
"9646",25027,28,"Manufacturing"
"9647",25028,58,"Retail Trade"
"9648",25030,62,"Finance, Insurance, Real Estate"
"9649",25031,59,"Retail Trade"
"9650",25033,28,"Manufacturing"
"9651",25034,NA,NA
"9652",25039,NA,NA
"9653",25040,NA,NA
"9654",25041,NA,NA
"9655",25042,NA,NA
"9656",25046,36,"Manufacturing"
"9657",25047,28,"Manufacturing"
"9658",25050,NA,NA
"9659",25051,80,"Services"
"9660",25053,73,"Services"
"9661",25055,NA,NA
"9662",25056,73,"Services"
"9663",25057,NA,NA
"9664",25059,62,"Finance, Insurance, Real Estate"
"9665",25060,NA,NA
"9666",25061,61,"Finance, Insurance, Real Estate"
"9667",25062,80,"Services"
"9668",25063,14,"Mining"
"9669",25064,NA,NA
"9670",25069,42,"Transportation & Public Utilities"
"9671",25070,48,"Transportation & Public Utilities"
"9672",25073,NA,NA
"9673",25074,NA,NA
"9674",25075,NA,NA
"9675",25076,38,"Manufacturing"
"9676",25077,28,"Manufacturing"
"9677",25078,NA,NA
"9678",25079,79,"Services"
"9679",25080,73,"Services"
"9680",25081,59,"Retail Trade"
"9681",25082,15,"Construction"
"9682",25086,38,"Manufacturing"
"9683",25088,22,"Manufacturing"
"9684",25089,79,"Services"
"9685",25091,73,"Services"
"9686",25092,10,"Mining"
"9687",25094,NA,NA
"9688",25095,28,"Manufacturing"
"9689",25096,59,"Retail Trade"
"9690",25098,36,"Manufacturing"
"9691",25099,73,"Services"
"9692",25101,NA,NA
"9693",25105,63,"Finance, Insurance, Real Estate"
"9694",25106,NA,NA
"9695",25107,NA,NA
"9696",25108,56,"Retail Trade"
"9697",25110,38,"Manufacturing"
"9698",25111,58,"Retail Trade"
"9699",25112,73,"Services"
"9700",25114,28,"Manufacturing"
"9701",25115,35,"Manufacturing"
"9702",25116,NA,NA
"9703",25117,73,"Services"
"9704",25118,36,"Manufacturing"
"9705",25119,22,"Manufacturing"
"9706",25121,28,"Manufacturing"
"9707",25123,80,"Services"
"9708",25124,28,"Manufacturing"
"9709",25125,NA,NA
"9710",25127,67,"Finance, Insurance, Real Estate"
"9711",25128,28,"Manufacturing"
"9712",25129,28,"Manufacturing"
"9713",25130,34,"Manufacturing"
"9714",25132,50,"Wholesale Trade"
"9715",25134,23,"Manufacturing"
"9716",25136,36,"Manufacturing"
"9717",25138,36,"Manufacturing"
"9718",25139,49,"Transportation & Public Utilities"
"9719",25140,NA,NA
"9720",25141,NA,NA
"9721",25142,73,"Services"
"9722",25145,NA,NA
"9723",25146,NA,NA
"9724",25147,87,"Services"
"9725",25148,29,"Manufacturing"
"9726",25149,36,"Manufacturing"
"9727",25150,50,"Wholesale Trade"
"9728",25151,73,"Services"
"9729",25152,49,"Transportation & Public Utilities"
"9730",25153,NA,NA
"9731",25154,39,"Manufacturing"
"9732",25155,63,"Finance, Insurance, Real Estate"
"9733",25156,NA,NA
"9734",25157,73,"Services"
"9735",25160,16,"Construction"
"9736",25163,NA,NA
"9737",25164,25,"Manufacturing"
"9738",25166,87,"Services"
"9739",25167,56,"Retail Trade"
"9740",25168,80,"Services"
"9741",25169,80,"Services"
"9742",25170,80,"Services"
"9743",25173,NA,NA
"9744",25176,NA,NA
"9745",25177,NA,NA
"9746",25178,NA,NA
"9747",25179,NA,NA
"9748",25180,35,"Manufacturing"
"9749",25181,25,"Manufacturing"
"9750",25182,61,"Finance, Insurance, Real Estate"
"9751",25183,20,"Manufacturing"
"9752",25185,59,"Retail Trade"
"9753",25186,56,"Retail Trade"
"9754",25189,NA,NA
"9755",25191,73,"Services"
"9756",25193,NA,NA
"9757",25194,48,"Transportation & Public Utilities"
"9758",25196,53,"Retail Trade"
"9759",25197,50,"Wholesale Trade"
"9760",25198,99,"Public Administration"
"9761",25200,36,"Manufacturing"
"9762",25201,73,"Services"
"9763",25202,22,"Manufacturing"
"9764",25203,48,"Transportation & Public Utilities"
"9765",25205,79,"Services"
"9766",25207,48,"Transportation & Public Utilities"
"9767",25208,73,"Services"
"9768",25209,53,"Retail Trade"
"9769",25211,NA,NA
"9770",25212,36,"Manufacturing"
"9771",25215,53,"Retail Trade"
"9772",25216,73,"Services"
"9773",25219,62,"Finance, Insurance, Real Estate"
"9774",25220,NA,NA
"9775",25222,38,"Manufacturing"
"9776",25223,73,"Services"
"9777",25224,87,"Services"
"9778",25225,73,"Services"
"9779",25227,22,"Manufacturing"
"9780",25229,13,"Mining"
"9781",25230,NA,NA
"9782",25234,56,"Retail Trade"
"9783",25236,NA,NA
"9784",25240,13,"Mining"
"9785",25241,35,"Manufacturing"
"9786",25242,NA,NA
"9787",25243,28,"Manufacturing"
"9788",25244,NA,NA
"9789",25245,NA,NA
"9790",25246,NA,NA
"9791",25247,NA,NA
"9792",25262,26,"Manufacturing"
"9793",25268,38,"Manufacturing"
"9794",25270,62,"Finance, Insurance, Real Estate"
"9795",25271,73,"Services"
"9796",25272,28,"Manufacturing"
"9797",25273,20,"Manufacturing"
"9798",25274,38,"Manufacturing"
"9799",25275,58,"Retail Trade"
"9800",25276,59,"Retail Trade"
"9801",25277,50,"Wholesale Trade"
"9802",25279,38,"Manufacturing"
"9803",25281,NA,NA
"9804",25282,61,"Finance, Insurance, Real Estate"
"9805",25283,53,"Retail Trade"
"9806",25284,63,"Finance, Insurance, Real Estate"
"9807",25285,59,"Retail Trade"
"9808",25287,NA,NA
"9809",25288,NA,NA
"9810",25289,NA,NA
"9811",25290,NA,NA
"9812",25291,27,"Manufacturing"
"9813",25293,NA,NA
"9814",25296,62,"Finance, Insurance, Real Estate"
"9815",25297,36,"Manufacturing"
"9816",25298,10,"Mining"
"9817",25300,58,"Retail Trade"
"9818",25301,NA,NA
"9819",25302,35,"Manufacturing"
"9820",25303,NA,NA
"9821",25304,NA,NA
"9822",25305,26,"Manufacturing"
"9823",25307,NA,NA
"9824",25310,NA,NA
"9825",25311,58,"Retail Trade"
"9826",25312,80,"Services"
"9827",25313,38,"Manufacturing"
"9828",25314,79,"Services"
"9829",25315,NA,NA
"9830",25317,38,"Manufacturing"
"9831",25318,80,"Services"
"9832",25319,NA,NA
"9833",25320,73,"Services"
"9834",25321,53,"Retail Trade"
"9835",25322,61,"Finance, Insurance, Real Estate"
"9836",25323,61,"Finance, Insurance, Real Estate"
"9837",25324,27,"Manufacturing"
"9838",25326,36,"Manufacturing"
"9839",25327,60,"Finance, Insurance, Real Estate"
"9840",25329,NA,NA
"9841",25330,NA,NA
"9842",25331,27,"Manufacturing"
"9843",25332,NA,NA
"9844",25333,NA,NA
"9845",25334,58,"Retail Trade"
"9846",25337,NA,NA
"9847",25338,57,"Retail Trade"
"9848",25339,61,"Finance, Insurance, Real Estate"
"9849",25340,15,"Construction"
"9850",25341,35,"Manufacturing"
"9851",25342,35,"Manufacturing"
"9852",25347,79,"Services"
"9853",25348,28,"Manufacturing"
"9854",25349,28,"Manufacturing"
"9855",25351,13,"Mining"
"9856",25352,35,"Manufacturing"
"9857",25353,56,"Retail Trade"
"9858",25355,38,"Manufacturing"
"9859",25356,64,"Finance, Insurance, Real Estate"
"9860",25357,56,"Retail Trade"
"9861",25359,50,"Wholesale Trade"
"9862",25360,35,"Manufacturing"
"9863",25361,73,"Services"
"9864",25362,20,"Manufacturing"
"9865",25363,NA,NA
"9866",25364,48,"Transportation & Public Utilities"
"9867",25365,44,"Transportation & Public Utilities"
"9868",25366,NA,NA
"9869",25367,73,"Services"
"9870",25375,73,"Services"
"9871",25376,NA,NA
"9872",25377,28,"Manufacturing"
"9873",25380,NA,NA
"9874",25381,NA,NA
"9875",25384,35,"Manufacturing"
"9876",25385,27,"Manufacturing"
"9877",25389,26,"Manufacturing"
"9878",25390,38,"Manufacturing"
"9879",25391,73,"Services"
"9880",25395,61,"Finance, Insurance, Real Estate"
"9881",25396,80,"Services"
"9882",25398,35,"Manufacturing"
"9883",25399,22,"Manufacturing"
"9884",25401,37,"Manufacturing"
"9885",25405,33,"Manufacturing"
"9886",25406,50,"Wholesale Trade"
"9887",25408,NA,NA
"9888",25409,NA,NA
"9889",25411,NA,NA
"9890",25412,NA,NA
"9891",25414,NA,NA
"9892",25415,NA,NA
"9893",25416,NA,NA
"9894",25417,NA,NA
"9895",25418,NA,NA
"9896",25419,NA,NA
"9897",25420,35,"Manufacturing"
"9898",25422,29,"Manufacturing"
"9899",25423,61,"Finance, Insurance, Real Estate"
"9900",25424,NA,NA
"9901",25425,NA,NA
"9902",25430,87,"Services"
"9903",25431,23,"Manufacturing"
"9904",25433,38,"Manufacturing"
"9905",25434,20,"Manufacturing"
"9906",25435,80,"Services"
"9907",25436,NA,NA
"9908",25438,73,"Services"
"9909",25440,48,"Transportation & Public Utilities"
"9910",25441,35,"Manufacturing"
"9911",25447,36,"Manufacturing"
"9912",25448,67,"Finance, Insurance, Real Estate"
"9913",25450,NA,NA
"9914",25454,NA,NA
"9915",25456,NA,NA
"9916",25457,NA,NA
"9917",25458,28,"Manufacturing"
"9918",25459,NA,NA
"9919",25460,73,"Services"
"9920",25462,65,"Finance, Insurance, Real Estate"
"9921",25465,NA,NA
"9922",25466,37,"Manufacturing"
"9923",25472,NA,NA
"9924",25475,38,"Manufacturing"
"9925",25477,NA,NA
"9926",25478,10,"Mining"
"9927",25480,49,"Transportation & Public Utilities"
"9928",25481,60,"Finance, Insurance, Real Estate"
"9929",25482,NA,NA
"9930",25486,NA,NA
